year,id,marital,hrs1,conrinc,childs,meovrwrk
year,id,marital,hrs1,conrinc,childs,meovrwrk
1996,1399,married,50.0,36472.0,3.0,agree
1996,1401,never married,42.0,30861.0,0.0,agree
1996,1406,never married,80.0,30861.0,0.0,agree
1996,1408,widowed,12.0,2244.0,3.0,agree
1996,1410,married,45.0,26652.0,1.0,agree
1996,1413,never married,22.0,10100.0,1.0,disagree
1996,1419,divorced,42.0,109740.0,3.0,agree
1996,1422,married,40.0,23847.0,3.0,agree
1996,1426,married,40.0,50499.0,5.0,agree
1996,1428,married,40.0,36472.0,1.0,strongly agree
1996,1429,never married,40.0,26652.0,1.0,strongly agree
1996,1430,widowed,45.0,61721.0,2.0,agree
1996,1431,married,35.0,12625.0,3.0,disagree
1996,1433,never married,40.0,15430.0,0.0,strongly disagree
1996,1436,separated,40.0,15430.0,2.0,disagree
1996,1437,married,12.0,2244.0,2.0,agree
1996,1438,divorced,40.0,7294.0,6.0,agree
1996,1448,married,55.0,18236.0,2.0,strongly agree
1996,1449,married,50.0,36472.0,2.0,agree
1996,1450,married,40.0,30861.0,3.0,strongly agree
1996,1452,married,40.0,36472.0,2.0,neither agree nor disagree
1996,1461,married,30.0,15430.0,0.0,agree
1996,1463,separated,30.0,10100.0,1.0,agree
1996,1467,married,40.0,21041.0,0.0,disagree
1996,1468,divorced,43.0,50499.0,2.0,strongly agree
1996,1473,widowed,27.0,2244.0,0.0,agree
1996,1474,married,35.0,3928.0,0.0,agree
1996,1475,never married,8.0,15430.0,0.0,agree
1996,1480,married,16.0,36472.0,0.0,agree
1996,1482,married,40.0,18236.0,1.0,strongly agree
1996,1483,widowed,33.0,8417.0,2.0,agree
1996,1484,married,40.0,18236.0,1.0,disagree
1996,1487,divorced,82.0,23847.0,1.0,agree
1996,1489,married,46.0,15430.0,0.0,agree
1996,1490,never married,40.0,5050.0,0.0,disagree
1996,1497,never married,42.0,3928.0,0.0,disagree
1996,1502,married,4.0,3928.0,2.0,agree
1996,1504,divorced,40.0,15430.0,0.0,agree
1996,1506,never married,65.0,30861.0,0.0,neither agree nor disagree
1996,1510,married,45.0,61721.0,1.0,disagree
1996,1512,divorced,52.0,26652.0,2.0,neither agree nor disagree
1996,1519,never married,57.0,7294.0,0.0,agree
1996,1521,divorced,40.0,36472.0,2.0,agree
1996,1523,married,52.0,36472.0,0.0,disagree
1996,1529,divorced,52.0,42083.0,1.0,strongly agree
1996,1534,divorced,89.0,42083.0,5.0,agree
1996,1538,married,45.0,36472.0,0.0,strongly disagree
1996,1539,married,30.0,12625.0,3.0,agree
1996,1547,divorced,50.0,109740.0,3.0,strongly agree
1996,1549,never married,10.0,36472.0,0.0,agree
1996,1550,divorced,25.0,50499.0,2.0,agree
1996,1553,widowed,70.0,23847.0,1.0,strongly agree
1996,1556,never married,40.0,42083.0,0.0,agree
1996,1559,married,45.0,36472.0,2.0,agree
1996,1564,married,40.0,26652.0,0.0,agree
1996,1566,married,7.0,15430.0,3.0,agree
1996,1568,never married,30.0,5050.0,0.0,agree
1996,1570,married,40.0,18236.0,2.0,agree
1996,1571,married,8.0,2244.0,0.0,neither agree nor disagree
1996,1579,married,37.0,50499.0,5.0,agree
1996,1581,divorced,50.0,50499.0,1.0,strongly agree
1996,1583,divorced,38.0,21041.0,1.0,agree
1996,1589,married,40.0,26652.0,2.0,agree
1996,1597,never married,40.0,36472.0,0.0,neither agree nor disagree
1996,1599,married,40.0,23847.0,0.0,disagree
1996,1600,divorced,4.0,6172.0,2.0,agree
1996,1601,separated,27.0,7294.0,1.0,agree
1996,1607,widowed,36.0,18236.0,2.0,neither agree nor disagree
1996,1609,never married,80.0,561.0,1.0,agree
1996,1611,widowed,50.0,5050.0,3.0,disagree
1996,1616,never married,2.0,2244.0,0.0,agree
1996,1620,never married,55.0,18236.0,0.0,neither agree nor disagree
1996,1623,married,50.0,109740.0,3.0,agree
1996,1627,married,60.0,109740.0,2.0,neither agree nor disagree
1996,1628,divorced,38.0,30861.0,1.0,agree
1996,1629,married,40.0,23847.0,0.0,disagree
1996,1630,married,40.0,30861.0,1.0,neither agree nor disagree
1996,1631,married,55.0,30861.0,0.0,neither agree nor disagree
1996,1634,married,40.0,36472.0,2.0,strongly agree
1996,1638,never married,40.0,30861.0,0.0,disagree
1996,1640,never married,70.0,30861.0,0.0,strongly agree
1996,1641,separated,40.0,36472.0,2.0,agree
1996,1643,never married,48.0,8417.0,0.0,disagree
1996,1645,never married,55.0,30861.0,0.0,disagree
1996,1647,married,11.0,7294.0,0.0,agree
1996,1649,married,45.0,42083.0,2.0,disagree
1996,1651,never married,50.0,36472.0,0.0,disagree
1996,1653,married,45.0,26652.0,0.0,neither agree nor disagree
1996,1655,never married,40.0,30861.0,6.0,strongly agree
1996,1656,divorced,30.0,12625.0,2.0,strongly agree
1996,1659,married,40.0,23847.0,3.0,agree
1996,1661,never married,41.0,12625.0,3.0,agree
1996,1663,widowed,40.0,26652.0,4.0,disagree
1996,1670,married,72.0,36472.0,2.0,agree
1996,1674,divorced,40.0,21041.0,4.0,agree
1996,1689,never married,37.0,12625.0,1.0,agree
1996,1694,married,65.0,23847.0,0.0,agree
1996,1697,never married,50.0,15430.0,1.0,neither agree nor disagree
1996,1707,never married,44.0,30861.0,0.0,agree
1996,1709,divorced,25.0,26652.0,4.0,agree
1996,1719,married,15.0,3928.0,3.0,agree
1996,1723,divorced,35.0,36472.0,1.0,agree
1996,1732,never married,58.0,15430.0,0.0,strongly agree
1996,1733,divorced,73.0,50499.0,4.0,agree
1996,1736,never married,30.0,8417.0,0.0,strongly agree
1996,1739,never married,55.0,42083.0,0.0,agree
1996,1745,divorced,40.0,61721.0,2.0,neither agree nor disagree
1996,1749,married,40.0,36472.0,2.0,neither agree nor disagree
1996,1753,never married,40.0,30861.0,2.0,agree
1996,1757,never married,67.0,23847.0,0.0,agree
1996,1758,divorced,40.0,36472.0,2.0,disagree
1996,1762,never married,32.0,42083.0,0.0,agree
1996,1766,married,45.0,18236.0,0.0,agree
1996,1771,married,40.0,42083.0,2.0,agree
1996,1775,married,50.0,26652.0,3.0,agree
1996,1776,married,48.0,36472.0,1.0,agree
1996,1778,never married,65.0,50499.0,0.0,neither agree nor disagree
1996,1782,divorced,47.0,23847.0,4.0,disagree
1996,1783,never married,40.0,30861.0,0.0,neither agree nor disagree
1996,1786,divorced,40.0,42083.0,2.0,disagree
1996,1788,married,48.0,21041.0,3.0,agree
1996,1792,divorced,82.0,50499.0,2.0,disagree
1996,1794,never married,42.0,3928.0,4.0,strongly agree
1996,1800,never married,40.0,7294.0,1.0,agree
1996,1803,divorced,60.0,50499.0,4.0,agree
1996,1807,married,36.0,23847.0,2.0,agree
1996,1811,married,35.0,50499.0,4.0,agree
1996,1812,married,40.0,30861.0,0.0,agree
1996,1817,married,16.0,10100.0,2.0,agree
1996,1822,separated,40.0,18236.0,0.0,agree
1996,1823,never married,40.0,23847.0,0.0,agree
1996,1836,never married,60.0,26652.0,0.0,agree
1996,1838,never married,40.0,10100.0,0.0,agree
1996,1845,married,80.0,23847.0,3.0,strongly agree
1996,1847,married,35.0,23847.0,2.0,strongly agree
1996,1849,married,60.0,42083.0,2.0,agree
1996,1853,married,25.0,15430.0,5.0,agree
1996,1856,married,40.0,23847.0,2.0,strongly agree
1996,1858,married,70.0,50499.0,5.0,agree
1996,1862,never married,45.0,2244.0,0.0,agree
1996,1875,divorced,38.0,7294.0,2.0,agree
1996,1880,married,40.0,21041.0,4.0,neither agree nor disagree
1996,1896,married,45.0,26652.0,5.0,strongly agree
1996,1897,married,42.0,75749.0,1.0,disagree
1996,1898,divorced,34.0,8417.0,2.0,agree
1996,1899,married,40.0,23847.0,1.0,disagree
1996,1902,never married,40.0,18236.0,0.0,strongly agree
1996,1904,divorced,40.0,12625.0,2.0,strongly agree
1996,1911,divorced,25.0,2244.0,2.0,agree
1996,1919,married,40.0,23847.0,1.0,agree
1996,1920,never married,75.0,36472.0,0.0,neither agree nor disagree
1996,1921,married,45.0,36472.0,3.0,agree
1996,1930,separated,40.0,61721.0,0.0,strongly agree
1996,1932,divorced,40.0,50499.0,4.0,agree
1996,1934,divorced,40.0,30861.0,0.0,neither agree nor disagree
1996,1939,married,40.0,15430.0,0.0,agree
1996,1940,married,80.0,30861.0,3.0,agree
1996,1942,married,24.0,26652.0,1.0,agree
1996,1943,divorced,60.0,42083.0,0.0,neither agree nor disagree
1996,1949,widowed,40.0,8417.0,3.0,agree
1996,1953,divorced,45.0,21041.0,0.0,strongly agree
1996,1955,never married,55.0,21041.0,1.0,disagree
1996,1957,never married,70.0,21041.0,0.0,strongly agree
1996,1960,widowed,30.0,561.0,0.0,disagree
1996,1962,never married,40.0,10100.0,0.0,agree
1996,1963,never married,55.0,6172.0,0.0,agree
1996,1964,never married,40.0,8417.0,1.0,agree
1996,1969,married,60.0,61721.0,3.0,strongly agree
1996,1970,widowed,40.0,26652.0,2.0,strongly agree
1996,1978,never married,75.0,12625.0,2.0,disagree
1996,1980,divorced,40.0,23847.0,1.0,strongly agree
1996,1983,separated,40.0,21041.0,3.0,agree
1996,1985,married,36.0,7294.0,5.0,strongly agree
1996,1986,married,32.0,561.0,6.0,agree
1996,1990,married,50.0,12625.0,2.0,agree
1996,1992,never married,25.0,36472.0,0.0,agree
1996,1995,married,40.0,61721.0,0.0,agree
1996,1996,married,70.0,50499.0,3.0,agree
1996,1999,widowed,60.0,50499.0,4.0,agree
1996,2000,never married,34.0,12625.0,0.0,neither agree nor disagree
1996,2002,married,40.0,50499.0,2.0,agree
1996,2003,married,38.0,2244.0,3.0,disagree
1996,2005,married,45.0,30861.0,0.0,neither agree nor disagree
1996,2007,divorced,32.0,6172.0,2.0,strongly agree
1996,2010,divorced,40.0,26652.0,0.0,agree
1996,2015,divorced,40.0,36472.0,1.0,agree
1996,2020,married,50.0,109740.0,4.0,neither agree nor disagree
1996,2021,married,40.0,26652.0,2.0,disagree
1996,2028,divorced,60.0,15430.0,2.0,agree
1996,2030,never married,40.0,2244.0,0.0,disagree
1996,2032,never married,85.0,75749.0,0.0,agree
1996,2035,married,40.0,30861.0,1.0,agree
1996,2040,never married,24.0,18236.0,0.0,agree
1996,2044,never married,40.0,36472.0,0.0,neither agree nor disagree
1996,2048,married,24.0,36472.0,0.0,agree
1996,2051,married,55.0,50499.0,2.0,disagree
1996,2057,never married,42.0,23847.0,0.0,agree
1996,2059,never married,52.0,21041.0,0.0,neither agree nor disagree
1996,2063,never married,55.0,23847.0,0.0,neither agree nor disagree
1996,2067,married,48.0,12625.0,0.0,neither agree nor disagree
1996,2069,married,57.0,61721.0,0.0,neither agree nor disagree
1996,2070,married,60.0,30861.0,1.0,disagree
1996,2074,divorced,40.0,21041.0,0.0,agree
1996,2082,never married,40.0,18236.0,2.0,disagree
1996,2084,married,55.0,23847.0,2.0,agree
1996,2085,married,42.0,23847.0,0.0,agree
1996,2086,married,44.0,42083.0,0.0,agree
1996,2087,married,8.0,2244.0,3.0,agree
1996,2089,divorced,60.0,42083.0,0.0,disagree
1996,2091,married,40.0,42083.0,3.0,agree
1996,2093,divorced,35.0,61721.0,1.0,agree
1996,2098,divorced,50.0,36472.0,2.0,agree
1996,2102,married,43.0,30861.0,8.0,agree
1996,2105,married,60.0,75749.0,3.0,agree
1996,2120,married,74.0,12625.0,2.0,strongly agree
1996,2122,married,40.0,21041.0,1.0,neither agree nor disagree
1996,2124,never married,65.0,23847.0,0.0,agree
1996,2125,married,52.0,75749.0,3.0,agree
1996,2126,divorced,32.0,30861.0,0.0,agree
1996,2129,married,48.0,109740.0,5.0,agree
1996,2139,married,40.0,10100.0,0.0,disagree
1996,2140,married,30.0,10100.0,0.0,strongly agree
1996,2145,never married,40.0,42083.0,0.0,neither agree nor disagree
1996,2148,married,45.0,36472.0,3.0,agree
1996,2151,married,40.0,23847.0,0.0,agree
1996,2152,married,38.0,21041.0,3.0,neither agree nor disagree
1996,2160,married,40.0,42083.0,1.0,agree
1996,2161,married,40.0,36472.0,8.0,strongly agree
1996,2163,never married,40.0,10100.0,0.0,agree
1996,2164,never married,55.0,109740.0,0.0,strongly agree
1996,2168,married,40.0,30861.0,0.0,agree
1996,2169,married,50.0,15430.0,2.0,neither agree nor disagree
1996,2171,married,40.0,26652.0,2.0,agree
1996,2173,never married,50.0,26652.0,0.0,agree
1996,2174,married,50.0,36472.0,2.0,agree
1996,2182,separated,5.0,2244.0,2.0,strongly agree
1996,2184,never married,39.0,6172.0,2.0,agree
1996,2187,married,5.0,3928.0,2.0,strongly agree
1996,2194,never married,44.0,50499.0,0.0,strongly agree
1996,2195,never married,20.0,3928.0,0.0,agree
1996,2197,married,70.0,75749.0,2.0,agree
1996,2200,never married,20.0,7294.0,0.0,agree
1996,2204,married,40.0,50499.0,2.0,agree
1996,2205,never married,50.0,18236.0,0.0,agree
1996,2210,married,40.0,30861.0,2.0,agree
1996,2211,married,55.0,50499.0,3.0,strongly agree
1996,2214,married,50.0,36472.0,8.0,disagree
1996,2217,married,10.0,8417.0,3.0,agree
1996,2225,married,35.0,36472.0,0.0,neither agree nor disagree
1996,2226,never married,40.0,30861.0,0.0,neither agree nor disagree
1996,2233,married,32.0,10100.0,2.0,disagree
1996,2234,divorced,20.0,6172.0,1.0,disagree
1996,2236,never married,40.0,26652.0,1.0,disagree
1996,2240,widowed,10.0,561.0,4.0,agree
1996,2241,never married,40.0,18236.0,0.0,agree
1996,2244,never married,34.0,7294.0,0.0,strongly agree
1996,2246,separated,40.0,30861.0,1.0,agree
1996,2254,never married,40.0,18236.0,0.0,agree
1996,2259,never married,40.0,30861.0,0.0,agree
1996,2262,never married,40.0,18236.0,0.0,agree
1996,2264,married,40.0,12625.0,1.0,agree
1996,2265,married,37.0,12625.0,2.0,strongly agree
1996,2267,married,50.0,50499.0,2.0,neither agree nor disagree
1996,2272,married,47.0,23847.0,0.0,agree
1996,2273,married,50.0,23847.0,2.0,disagree
1996,2286,married,45.0,30861.0,6.0,agree
1996,2288,never married,42.0,12625.0,0.0,agree
1996,2293,widowed,40.0,42083.0,4.0,neither agree nor disagree
1996,2295,married,40.0,8417.0,0.0,agree
1996,2299,separated,40.0,36472.0,5.0,agree
1996,2301,married,40.0,30861.0,1.0,neither agree nor disagree
1996,2305,widowed,44.0,36472.0,8.0,agree
1996,2306,widowed,18.0,7294.0,2.0,agree
1996,2309,married,30.0,12625.0,2.0,disagree
1996,2310,married,24.0,61721.0,4.0,neither agree nor disagree
1996,2311,married,28.0,15430.0,3.0,agree
1996,2317,married,45.0,21041.0,2.0,agree
1996,2318,married,84.0,12625.0,4.0,agree
1996,2332,married,40.0,36472.0,4.0,neither agree nor disagree
1996,2336,never married,46.0,18236.0,0.0,agree
1996,2339,divorced,44.0,61721.0,2.0,agree
1996,2341,divorced,40.0,50499.0,2.0,agree
1996,2344,never married,30.0,6172.0,0.0,agree
1996,2351,divorced,15.0,30861.0,0.0,agree
1996,2353,married,20.0,3928.0,2.0,agree
1996,2356,never married,62.0,10100.0,0.0,agree
1996,2362,never married,40.0,6172.0,0.0,agree
1996,2365,divorced,40.0,18236.0,4.0,agree
1996,2366,divorced,48.0,42083.0,2.0,agree
1996,2368,married,45.0,21041.0,1.0,strongly agree
1996,2371,married,40.0,36472.0,2.0,disagree
1996,2373,never married,48.0,26652.0,0.0,agree
1996,2379,married,20.0,7294.0,2.0,neither agree nor disagree
1996,2382,married,20.0,2244.0,2.0,agree
1996,2384,never married,40.0,15430.0,0.0,agree
1996,2386,married,60.0,109740.0,3.0,agree
1996,2391,married,60.0,36472.0,2.0,disagree
1996,2405,never married,40.0,23847.0,0.0,strongly disagree
1996,2408,married,40.0,21041.0,3.0,disagree
1996,2411,divorced,50.0,15430.0,1.0,agree
1996,2414,married,70.0,30861.0,3.0,strongly agree
1996,2415,divorced,48.0,23847.0,2.0,disagree
1996,2418,married,56.0,36472.0,4.0,strongly agree
1996,2419,widowed,40.0,36472.0,3.0,strongly disagree
1996,2421,married,7.0,2244.0,4.0,agree
1996,2433,never married,50.0,15430.0,0.0,neither agree nor disagree
1996,2435,married,40.0,12625.0,0.0,agree
1996,2436,married,60.0,21041.0,2.0,agree
1996,2437,never married,65.0,36472.0,0.0,neither agree nor disagree
1996,2440,married,60.0,23847.0,1.0,agree
1996,2447,married,50.0,30861.0,0.0,agree
1996,2448,divorced,40.0,36472.0,4.0,agree
1996,2450,married,40.0,2244.0,1.0,strongly agree
1996,2456,divorced,40.0,26652.0,2.0,strongly agree
1996,2457,separated,40.0,50499.0,2.0,strongly agree
1996,2458,married,40.0,26652.0,0.0,strongly agree
1996,2462,widowed,40.0,50499.0,4.0,agree
1996,2468,married,40.0,18236.0,2.0,strongly agree
1996,2469,divorced,40.0,30861.0,3.0,neither agree nor disagree
1996,2473,divorced,40.0,15430.0,1.0,strongly agree
1996,2476,married,40.0,30861.0,4.0,strongly disagree
1996,2480,married,40.0,26652.0,2.0,agree
1996,2487,divorced,50.0,36472.0,5.0,disagree
1996,2495,widowed,40.0,15430.0,4.0,agree
1996,2503,married,40.0,30861.0,0.0,disagree
1996,2512,never married,40.0,10100.0,0.0,strongly agree
1996,2530,married,4.0,561.0,1.0,disagree
1996,2532,divorced,32.0,12625.0,2.0,agree
1996,2534,married,50.0,36472.0,3.0,agree
1996,2536,never married,25.0,8417.0,0.0,disagree
1996,2537,married,58.0,26652.0,1.0,disagree
1996,2540,divorced,54.0,36472.0,4.0,disagree
1996,2541,married,40.0,36472.0,2.0,agree
1996,2545,married,60.0,18236.0,3.0,agree
1996,2546,married,40.0,36472.0,2.0,strongly agree
1996,2549,never married,44.0,15430.0,0.0,agree
1996,2553,divorced,40.0,18236.0,1.0,agree
1996,2554,married,40.0,23847.0,2.0,agree
1996,2555,married,40.0,10100.0,2.0,disagree
1996,2558,married,32.0,21041.0,1.0,agree
1996,2561,married,20.0,12625.0,5.0,neither agree nor disagree
1996,2567,married,40.0,12625.0,1.0,neither agree nor disagree
1996,2577,separated,40.0,26652.0,2.0,disagree
1996,2578,married,40.0,3928.0,2.0,disagree
1996,2589,never married,40.0,15430.0,2.0,agree
1996,2591,widowed,59.0,21041.0,2.0,disagree
1996,2597,divorced,65.0,42083.0,1.0,strongly agree
1996,2604,divorced,40.0,21041.0,3.0,agree
1996,2605,married,40.0,109740.0,2.0,agree
1996,2609,married,12.0,7294.0,3.0,agree
1996,2613,married,50.0,26652.0,2.0,agree
1996,2625,married,40.0,30861.0,2.0,agree
1996,2626,never married,40.0,21041.0,2.0,strongly agree
1996,2629,never married,55.0,10100.0,0.0,agree
1996,2630,married,89.0,61721.0,0.0,agree
1996,2635,married,30.0,75749.0,3.0,strongly agree
1996,2638,separated,40.0,18236.0,2.0,agree
1996,2639,never married,55.0,50499.0,0.0,disagree
1996,2642,married,40.0,23847.0,2.0,agree
1996,2643,widowed,25.0,21041.0,1.0,agree
1996,2646,married,15.0,7294.0,1.0,agree
1996,2649,married,40.0,15430.0,0.0,strongly agree
1996,2650,never married,65.0,18236.0,0.0,agree
1996,2651,married,60.0,42083.0,2.0,strongly agree
1996,2652,married,43.0,15430.0,0.0,agree
1996,2664,married,64.0,18236.0,3.0,disagree
1996,2665,divorced,40.0,7294.0,1.0,strongly agree
1996,2670,married,40.0,2244.0,2.0,agree
1996,2682,divorced,40.0,36472.0,1.0,agree
1996,2683,married,80.0,30861.0,2.0,agree
1996,2684,married,38.0,30861.0,2.0,agree
1996,2693,never married,38.0,12625.0,0.0,strongly agree
1996,2695,divorced,49.0,23847.0,3.0,neither agree nor disagree
1996,2703,married,48.0,2244.0,2.0,strongly agree
1996,2707,married,54.0,36472.0,1.0,agree
1996,2708,married,40.0,15430.0,3.0,agree
1996,2711,married,20.0,18236.0,1.0,agree
1996,2713,never married,20.0,3928.0,0.0,agree
1996,2716,married,25.0,61721.0,3.0,agree
1996,2721,married,40.0,12625.0,2.0,agree
1996,2722,married,40.0,36472.0,4.0,neither agree nor disagree
1996,2725,married,80.0,5050.0,4.0,agree
1996,2727,married,38.0,26652.0,4.0,agree
1996,2731,married,50.0,42083.0,1.0,strongly agree
1996,2732,married,20.0,8417.0,4.0,strongly agree
1996,2733,married,45.0,23847.0,0.0,strongly agree
1996,2734,married,40.0,21041.0,2.0,agree
1996,2738,divorced,40.0,42083.0,1.0,agree
1996,2739,divorced,53.0,61721.0,3.0,agree
1996,2740,married,35.0,15430.0,2.0,agree
1996,2744,never married,64.0,23847.0,1.0,agree
1996,2745,separated,40.0,7294.0,5.0,disagree
1996,2751,married,40.0,18236.0,2.0,agree
1996,2753,married,20.0,7294.0,3.0,agree
1996,2756,married,40.0,26652.0,1.0,agree
1996,2757,married,47.0,18236.0,2.0,strongly agree
1996,2758,married,80.0,50499.0,3.0,agree
1996,2763,married,40.0,15430.0,5.0,disagree
1996,2766,divorced,40.0,23847.0,2.0,strongly agree
1996,2769,married,40.0,18236.0,0.0,agree
1996,2771,married,40.0,5050.0,1.0,agree
1996,2772,married,48.0,109740.0,2.0,agree
1996,2773,married,45.0,109740.0,3.0,agree
1996,2774,married,40.0,75749.0,1.0,agree
1996,2779,divorced,40.0,30861.0,2.0,agree
1996,2780,never married,39.0,18236.0,3.0,agree
1996,2788,separated,41.0,18236.0,2.0,agree
1996,2790,married,17.0,50499.0,2.0,agree
1996,2795,divorced,55.0,30861.0,2.0,agree
1996,2797,separated,60.0,36472.0,1.0,agree
1996,2798,divorced,50.0,42083.0,2.0,agree
1996,2801,married,40.0,36472.0,1.0,neither agree nor disagree
1996,2806,never married,75.0,2244.0,0.0,disagree
1996,2809,married,50.0,36472.0,2.0,disagree
1996,2814,divorced,32.0,36472.0,5.0,agree
1996,2816,married,20.0,5050.0,6.0,agree
1996,2820,never married,50.0,23847.0,0.0,strongly agree
1996,2821,married,31.0,21041.0,2.0,strongly disagree
1996,2822,married,40.0,75749.0,2.0,agree
1996,2823,separated,57.0,61721.0,2.0,disagree
1996,2834,married,40.0,50499.0,2.0,strongly agree
1996,2838,divorced,60.0,36472.0,1.0,agree
1996,2839,never married,30.0,2244.0,0.0,agree
1996,2843,divorced,40.0,18236.0,2.0,disagree
1996,2844,divorced,55.0,26652.0,1.0,neither agree nor disagree
1996,2845,married,46.0,8417.0,2.0,agree
1996,2851,married,40.0,30861.0,1.0,agree
1996,2852,widowed,30.0,50499.0,5.0,agree
1996,2863,married,41.0,23847.0,3.0,disagree
1996,2864,divorced,40.0,23847.0,3.0,neither agree nor disagree
1996,2866,married,30.0,5050.0,4.0,agree
1996,2870,never married,40.0,50499.0,1.0,disagree
1996,2872,married,40.0,18236.0,3.0,agree
1996,2874,married,39.0,15430.0,3.0,strongly disagree
1996,2876,never married,40.0,36472.0,0.0,neither agree nor disagree
1996,2877,never married,40.0,2244.0,1.0,agree
1996,2882,never married,40.0,30861.0,0.0,agree
1996,2884,divorced,40.0,109740.0,2.0,neither agree nor disagree
1996,2890,married,37.0,61721.0,1.0,agree
1996,2891,married,40.0,36472.0,2.0,agree
1996,2892,married,45.0,30861.0,1.0,agree
1996,2894,married,50.0,30861.0,3.0,agree
1996,2903,married,70.0,26652.0,3.0,strongly agree
2000,1,never married,40.0,9300.0,0.0,agree
2000,7,never married,55.0,28418.0,0.0,disagree
2000,9,married,50.0,56836.0,1.0,disagree
2000,10,married,60.0,69753.0,3.0,strongly agree
2000,11,married,50.0,69753.0,1.0,disagree
2000,13,married,45.0,28418.0,1.0,agree
2000,16,married,48.0,28418.0,4.0,neither agree nor disagree
2000,18,never married,40.0,28418.0,0.0,agree
2000,19,married,50.0,14209.0,1.0,agree
2000,21,married,50.0,160964.0,2.0,agree
2000,38,never married,45.0,21959.0,0.0,disagree
2000,39,never married,50.0,69753.0,0.0,neither agree nor disagree
2000,41,married,47.0,21959.0,0.0,agree
2000,45,never married,40.0,28418.0,0.0,agree
2000,47,married,50.0,85254.0,3.0,strongly agree
2000,48,married,20.0,3617.0,2.0,agree
2000,49,married,40.0,38752.0,3.0,agree
2000,50,married,42.0,56836.0,1.0,neither agree nor disagree
2000,51,never married,40.0,16792.0,0.0,agree
2000,55,married,35.0,11626.0,0.0,agree
2000,57,divorced,40.0,24543.0,2.0,strongly disagree
2000,58,divorced,40.0,46502.0,2.0,agree
2000,63,never married,50.0,33585.0,0.0,agree
2000,76,never married,40.0,11626.0,3.0,strongly agree
2000,79,married,40.0,56836.0,2.0,agree
2000,80,never married,40.0,38752.0,0.0,neither agree nor disagree
2000,81,married,32.0,28418.0,3.0,agree
2000,87,never married,40.0,24543.0,0.0,strongly agree
2000,88,separated,40.0,46502.0,3.0,disagree
2000,89,never married,40.0,11626.0,0.0,agree
2000,92,married,70.0,85254.0,1.0,agree
2000,93,divorced,43.0,33585.0,1.0,disagree
2000,94,never married,45.0,19376.0,0.0,agree
2000,96,never married,50.0,38752.0,0.0,agree
2000,108,divorced,50.0,69753.0,0.0,disagree
2000,110,never married,40.0,14209.0,0.0,disagree
2000,114,married,45.0,38752.0,2.0,neither agree nor disagree
2000,115,never married,40.0,69753.0,2.0,agree
2000,117,divorced,49.0,33585.0,2.0,agree
2000,126,divorced,40.0,24543.0,3.0,disagree
2000,133,married,45.0,9300.0,0.0,agree
2000,134,divorced,32.0,14209.0,2.0,disagree
2000,136,never married,40.0,24543.0,0.0,agree
2000,148,never married,40.0,9300.0,5.0,disagree
2000,151,never married,50.0,28418.0,4.0,neither agree nor disagree
2000,155,separated,40.0,56836.0,1.0,disagree
2000,156,never married,42.0,24543.0,1.0,agree
2000,159,married,40.0,160964.0,6.0,agree
2000,160,married,40.0,38752.0,3.0,disagree
2000,166,divorced,38.0,46502.0,3.0,neither agree nor disagree
2000,169,married,40.0,38752.0,2.0,agree
2000,171,never married,45.0,38752.0,0.0,agree
2000,172,never married,45.0,21959.0,0.0,agree
2000,173,married,40.0,46502.0,2.0,strongly agree
2000,183,widowed,49.0,85254.0,1.0,agree
2000,185,married,40.0,103338.0,2.0,disagree
2000,186,married,40.0,85254.0,2.0,agree
2000,189,married,70.0,517.0,2.0,agree
2000,190,never married,60.0,85254.0,0.0,disagree
2000,192,never married,25.0,9300.0,0.0,agree
2000,194,never married,37.0,56836.0,0.0,agree
2000,195,never married,40.0,46502.0,0.0,agree
2000,201,divorced,35.0,11626.0,2.0,neither agree nor disagree
2000,202,widowed,23.0,3617.0,3.0,agree
2000,205,married,6.0,3617.0,3.0,strongly agree
2000,206,separated,60.0,160964.0,0.0,agree
2000,209,never married,40.0,56836.0,0.0,neither agree nor disagree
2000,213,married,40.0,56836.0,2.0,agree
2000,217,never married,21.0,46502.0,0.0,strongly agree
2000,220,separated,40.0,56836.0,2.0,strongly agree
2000,222,never married,40.0,24543.0,0.0,neither agree nor disagree
2000,224,never married,25.0,19376.0,0.0,agree
2000,232,married,72.0,38752.0,2.0,disagree
2000,234,married,40.0,46502.0,0.0,agree
2000,237,married,50.0,38752.0,4.0,agree
2000,238,separated,40.0,69753.0,0.0,agree
2000,239,married,8.0,69753.0,2.0,strongly agree
2000,247,married,40.0,69753.0,0.0,agree
2000,248,married,40.0,6717.0,3.0,disagree
2000,249,married,40.0,16792.0,2.0,strongly disagree
2000,250,widowed,39.0,6717.0,6.0,strongly disagree
2000,255,never married,70.0,69753.0,0.0,agree
2000,259,married,21.0,11626.0,1.0,strongly agree
2000,261,separated,55.0,56836.0,2.0,agree
2000,271,married,60.0,38752.0,1.0,disagree
2000,272,never married,37.0,46502.0,0.0,agree
2000,273,never married,49.0,11626.0,0.0,agree
2000,275,divorced,62.0,16792.0,3.0,disagree
2000,282,never married,30.0,5684.0,8.0,strongly agree
2000,284,married,25.0,11626.0,2.0,agree
2000,291,married,40.0,517.0,8.0,agree
2000,292,never married,40.0,38752.0,0.0,agree
